DBA_Name,Batch_ID,PL_Lambda_max,absorbance_peak,SO,T80,SO*T80,NumRotatableBonds,NumHeteroatoms,TDOS2.5,TDOS3.9
DB_09_A_035,,,,,,,5,6,1.996462153,4.853012225
DB_09_A_036,,,,,,,8,11,1.938738181,5.382869275
DB_09_A_037,,,,,,,6,7,1.98967747,4.939822449
DB_09_A_038,,,,,,,4,7,1.713614494,6.235212413
DB_09_A_039,,,,,,,3,6,2.009056545,4.735812635
DB_09_A_040,,,,,,,3,3,2.076739751,5.13545216
DB_09_A_041,,,,,,,4,8,3.176509347,4.703897126
DB_09_A_042,,,,,,,5,7,3.134478941,6.713507938
DB_09_A_043,,,,,,,4,6,1.992363105,8.117876105
DB_09_A_044,,,,,,,3,7,1.390879763,2.854057562
DB_09_A_045,,,,,,,3,3,2.772717226,7.890544459
DB_09_A_046,,,,,,,7,4,1.978323204,6.536011297
DB_09_A_047,,,,,,,3,4,1.703455174,4.037758034
DB_09_A_048,,,,,,,3,6,1.926657499,6.139134736
DB_09_A_049,,,,,,,5,8,1.88236199,4.223712579
DB_09_A_050,,,,,,,3,6,1.9951501,6.058363951
DB_09_A_051,,,,,,,4,8,1.887532652,4.220025381
DB_09_A_052,,,,,,,6,6,1.820948658,5.735446879
DB_09_A_053,,,,,,,5,7,1.984177553,5.565912454
DB_09_A_054,,,,,,,6,7,1.952443181,4.569016618
DB_09_A_055,,,,,,,3,7,1.917538178,6.547371109
DB_09_A_056,,,,,,,3,5,2.049899434,5.076263967
DB_09_A_057,,,,,,,4,9,1.96642108,7.372223652
DB_09_A_058,,,,,,,4,7,1.614889832,8.787200354
DB_09_A_059,,,,,,,6,6,2.008996703,5.218238396
DB_09_A_060,,,,,,,3,8,1.689615552,5.581498581
DB_09_A_061,,,,,,,4,7,1.99662954,5.719477643
DB_09_A_062,,,,,,,4,10,1.884638649,7.20267084
DB_09_A_063,,,,,,,4,5,1.719446511,5.935648909
DB_09_A_064,,,,,,,4,4,1.982895216,5.332437685
DB_09_A_065,,,,,,,5,6,1.993825596,6.857117107
DB_09_A_066,,,,,,,5,6,1.912700469,5.43636104
DB_09_A_067,,,,,,,8,7,1.801230355,5.550125903
DB_09_A_068,,,,,,,6,10,1.994936405,9.330855511
DB_09_A_069,,,,,,,3,6,1.510809413,4.120087839
DB_09_A_070,,,,,,,5,6,1.805255265,4.436330528
DB_09_A_071,,,,,,,3,6,1.969316245,4.557204547
DB_09_A_072,,,,,,,6,7,1.503224122,5.558345316
DB_09_A_073,,,,,,,10,4,1.643216045,4.560839218
DB_09_A_074,,,,,,,3,8,1.935462167,5.860611001
DB_09_A_075,,,,,,,7,8,1.94716538,6.267612459
DB_09_A_076,,,,,,,8,4,1.895095558,4.96804259
DB_09_A_077,,,,,,,7,8,1.900074082,4.43533764
DB_09_A_078,,,,,,,3,6,1.994518305,6.385663753
DB_09_A_079,,,,,,,6,3,1.705494297,4.671788067
DB_09_A_080,,,,,,,3,8,1.193527421,3.306168801
DB_09_A_081,,,,,,,3,5,1.595879072,5.227597105
DB_09_A_082,,,,,,,4,6,2.001845054,6.92981363
DB_09_A_083,,,,,,,6,4,1.89712222,8.342217442
DB_09_A_084,,,,,,,4,6,1.52336547,5.952311409
DB_09_A_085,,,,,,,5,7,1.858746322,5.259094205
DB_09_A_086,,,,,,,7,6,1.957433429,4.4585569
DB_09_A_087,,,,,,,5,3,1.787234528,4.554417589
DB_09_A_088,,,,,,,5,5,2.536588347,5.988439259
DB_09_A_089,,,,,,,11,3,1.81929996,4.582647748
DB_09_A_090,,,,,,,7,6,1.942851656,6.701978358
DB_09_A_091,,,,,,,4,3,1.997765263,6.02087107
DB_09_A_092,,,,,,,7,6,1.988710614,6.001145341
DB_09_A_093,,,,,,,5,5,1.637605031,5.150275879
DB_09_A_094,,,,,,,8,10,1.978661438,4.516016388
DB_09_A_095,,,,,,,6,7,1.945056651,5.858139135
DB_09_A_096,,,,,,,3,5,2.092580115,7.21500763
DB_09_A_097,,,,,,,10,8,3.467275334,8.014707648
DB_09_A_098,,,,,,,4,5,2.001592418,4.350803046
DB_09_A_099,,,,,,,6,6,1.750655546,4.913014443
DB_09_A_100,,,,,,,3,4,1.880515139,7.361056853
DB_10_A_001,,,,,,,7,9,3.589552252,8.590877874
DB_10_A_003,,,,,,,6,7,1.781441594,5.137275303
DB_10_A_004,,,,,,,3,5,1.995045474,4.231709028
DB_10_A_005,,,,,,,5,10,1.867619497,3.703803736
DB_10_A_006,,,,,,,6,8,1.929197758,7.457588303
DB_10_A_008,,,,,,,5,10,2.458282805,9.476368355
DB_10_A_009,,,,,,,6,6,2.029098765,4.737982421
DB_10_A_010,,,,,,,6,12,1.449863427,10.52847781
DB_10_A_011,,,,,,,4,7,2.144321997,4.902427104
DB_10_A_012,,,,,,,9,6,2.004339819,7.838151566
DB_10_A_013,,,,,,,3,7,2.07646426,7.51358918
DB_10_A_014,,,,,,,5,7,2.024660475,5.623912516
DB_10_A_015,,,,,,,6,7,1.903164903,6.174222339
DB_10_A_016,,,,,,,3,4,1.738450116,5.634484367
DB_10_A_017,,,,,,,4,11,4.838664411,8.721644208
DB_10_A_018,,,,,,,5,8,1.789829122,5.218054475
DB_10_A_019,,,,,,,5,10,2.172595328,4.387086649
DB_10_A_020,,,,,,,6,9,1.931520826,7.725466657
DB_10_A_021,,,,,,,9,11,2.001957869,6.955905944
DB_10_A_022,,,,,,,8,9,2.376005986,9.069416156
DB_10_A_023,,,,,,,5,7,2.125334773,6.514504468
DB_10_A_024,,,,,,,5,7,1.99041627,7.009424767
DB_10_A_025,,,,,,,5,7,1.75507467,5.803097638
DB_10_A_026,,,,,,,6,10,2.044350021,8.375847112
DB_10_A_027,,,,,,,4,4,2.426787721,12.48195171
DB_10_A_028,,,,,,,3,7,3.302624163,8.950438444
DB_10_A_029,,,,,,,3,5,1.874535236,3.837521009
DB_10_A_030,,,,,,,9,6,1.990778647,5.249971413
DB_10_A_031,,,,,,,7,6,1.829690731,6.007844103
DB_10_A_032,,,,,,,3,6,2.069381219,5.590623215
DB_10_A_033,,,,,,,7,9,1.974162721,4.198978993
DB_10_A_034,,,,,,,4,4,2.138592148,10.91685661
DB_10_A_035,,,,,,,5,7,2.048822048,4.351072451
DB_10_A_036,,,,,,,8,12,1.868161363,5.681613482
DB_10_A_037,,,,,,,6,8,1.986160483,4.360618687
DB_10_A_038,,,,,,,4,8,1.927084669,6.620047898
DB_10_A_039,,,,,,,3,7,2.068016582,4.683288176
DB_10_A_040,,,,,,,3,4,1.811946127,4.948219154
DB_10_A_041,,,,,,,4,9,3.218115035,4.446599216
DB_10_A_042,,,,,,,5,8,2.913937048,7.802945927
DB_10_A_043,,,,,,,4,7,1.690354817,6.943088247
DB_10_A_044,,,,,,,3,8,2.276190752,3.552654766
DB_10_A_045,,,,,,,3,4,2.902592852,8.415241699
DB_10_A_046,,,,,,,7,5,2.005443155,6.272923036
DB_10_A_047,,,,,,,3,5,1.851051357,3.543640979
DB_10_A_048,,,,,,,3,7,2.04763682,6.484478381
DB_10_A_049,,,,,,,5,9,1.771158128,4.474611173
DB_10_A_050,,,,,,,3,7,1.981867155,6.742142072
DB_10_A_051,,,,,,,4,9,1.873928943,4.181080939
DB_10_A_052,,,,,,,6,7,1.954976691,5.031357634
DB_10_A_053,,,,,,,5,8,2.039965694,4.556693587
DB_10_A_054,,,,,,,6,8,1.763581023,5.231587109
DB_10_A_055,,,,,,,3,8,1.94848059,6.653747911
DB_10_A_056,,,,,,,3,6,1.859443969,5.568135339
DB_10_A_057,,,,,,,4,10,2.020877679,7.071247357
DB_10_A_058,,,,,,,4,8,1.97737219,9.734678237
DB_10_A_059,,,,,,,6,7,2.039136002,4.492458494
DB_10_A_060,,,,,,,3,9,2.020938403,5.413206084
DB_10_A_061,,,,,,,4,8,1.970848206,5.952028189
DB_10_A_062,,,,,,,4,11,1.940007352,6.867046919
DB_10_A_063,,,,,,,4,6,1.861332651,6.048868288
DB_10_A_064,,,,,,,4,5,1.971109712,5.139618284
DB_10_A_065,,,,,,,5,7,2.016130672,6.433386812
DB_10_A_066,,,,,,,5,7,2.368872628,5.592148684
DB_10_A_067,,,,,,,8,8,1.736288541,5.148486748
DB_10_A_068,,,,,,,6,11,1.993179484,9.523499654
DB_10_A_069,,,,,,,3,7,2.044258222,3.94254956
DB_10_A_070,,,,,,,5,7,1.953127463,4.33553403
DB_10_A_071,,,,,,,3,7,2.074115776,4.972671455
DB_10_A_072,,,,,,,6,8,1.551250851,6.717540234
DB_10_A_073,,,,,,,10,5,1.569394434,5.600564066
DB_10_A_074,,,,,,,3,9,2.038037059,6.337798611
DB_10_A_075,,,,,,,7,9,2.013019905,6.075214542
DB_10_A_076,,,,,,,8,5,1.910557246,5.48566085
DB_10_A_077,,,,,,,7,9,2.058890393,5.101239104
DB_10_A_078,,,,,,,3,7,2.010157183,5.985801082
DB_10_A_079,,,,,,,6,4,1.902667887,5.644207177
DB_10_A_080,,,,,,,3,9,2.12526855,3.618867875
DB_10_A_081,,,,,,,3,6,1.747618146,5.237305648
DB_10_A_082,,,,,,,4,7,1.919920745,6.555125566
DB_10_A_083,,,,,,,6,5,2.023161202,8.48537462
DB_10_A_085,,,,,,,5,8,1.925591955,5.359333644
DB_10_A_086,,,,,,,7,7,2.040917475,4.19996783
DB_10_A_087,,,,,,,5,4,2.012338188,4.281065401
DB_10_A_088,,,,,,,5,6,2.123518184,6.415466387
DB_10_A_089,,,,,,,11,4,1.744194473,4.517085141
DB_10_A_090,,,,,,,7,7,2.008554521,7.075056239
DB_10_A_092,,,,,,,7,7,1.952587434,6.014128345
DB_10_A_093,,,,,,,5,6,2.029153389,4.699965666
DB_10_A_094,,,,,,,8,11,2.02362264,4.073582697
DB_10_A_095,,,,,,,6,8,2.012124475,5.559779558
DB_10_A_096,,,,,,,3,6,2.064219194,7.736216808
DB_10_A_097,,,,,,,10,9,3.999428243,8.237490397
DB_10_A_098,,,,,,,4,6,2.029979301,4.148863312
DB_10_A_099,,,,,,,6,7,1.950098162,4.397463477
DB_10_A_100,,,,,,,3,5,2.057758233,7.599792459
DB_11_A_001,,,,,,,8,9,3.481986816,7.611634072
DB_11_A_003,,,,,,,7,7,2.025963666,3.47229269
DB_11_A_004,,,,,,,4,5,1.751703006,3.410288225
DB_11_A_005,,,,,,,6,10,2.078904779,2.555591693
DB_11_A_006,,,,,,,7,8,2.100321504,5.186619566
DB_11_A_008,,,,,,,6,10,2.197309935,7.003180104
DB_11_A_009,,,,,,,7,6,2.182903421,3.360766985
DB_11_A_010,,,,,,,7,12,2.052599341,8.556054028
DB_11_A_011,,,,,,,5,7,2.090052338,3.562830415
DB_11_A_012,,,,,,,10,6,2.194908132,5.709596774
DB_11_A_013,,,,,,,4,7,2.221832835,6.356055295
DB_11_A_014,,,,,,,6,7,1.93650971,4.149763822
DB_11_A_015,,,,,,,7,7,2.092886655,4.531536142
DB_11_A_016,,,,,,,4,4,2.029023702,3.68707499
DB_11_A_017,,,,,,,5,11,4.564215868,5.652584275
DB_11_A_018,,,,,,,6,8,1.851947909,3.595820276
DB_11_A_019,,,,,,,6,10,2.443326955,4.011412306
DB_11_A_020,,,,,,,7,9,2.075853133,6.250761986
DB_11_A_021,,,,,,,10,11,2.199223658,6.234889858
DB_11_A_022,,,,,,,9,9,2.417370223,7.2490381
DB_11_A_023,,,,,,,6,7,2.065540904,4.504142121
DB_11_A_024,,,,,,,6,7,1.979016715,5.194320955
DB_11_A_025,,,,,,,6,7,2.128986956,3.409956433
DB_11_A_026,,,,,,,7,10,2.306763851,6.975633796
DB_11_A_027,,,,,,,5,4,2.602657698,10.29943091
DB_11_A_028,,,,,,,4,7,3.368474396,6.154122339
DB_11_A_029,,,,,,,4,5,2.401233585,3.107215406
DB_11_A_030,,,,,,,10,6,2.096485384,3.841491302
DB_11_A_031,,,,,,,8,6,2.174295789,4.182222206
DB_11_A_032,,,,,,,4,6,2.20609461,4.145948151
DB_11_A_033,,,,,,,8,9,1.966495934,3.052964357
DB_11_A_034,,,,,,,5,4,2.506618603,10.0536863
DB_11_A_035,,,,,,,6,7,1.712260414,4.529475649
DB_11_A_036,,,,,,,9,12,2.061428991,3.618165891
DB_11_A_037,,,,,,,7,8,2.131583833,2.902937832
DB_11_A_038,,,,,,,5,8,2.102695517,4.976546451
DB_11_A_039,,,,,,,4,7,2.180810364,4.010598093
DB_11_A_040,,,,,,,4,4,1.887272194,3.704278773
DB_11_A_041,,,,,,,5,9,3.296041809,3.670773627
DB_11_A_042,,,,,,,6,8,3.056034553,5.688601902
DB_11_A_043,,,,,,,5,7,2.099910849,5.06710852
DB_11_A_044,,,,,,,4,8,2.32480561,4.535509411
DB_11_A_045,,,,,,,4,4,2.665758001,6.869403291
DB_11_A_046,,,,,,,8,5,2.215670434,4.913902986
DB_11_A_047,,,,,,,4,5,2.152690386,3.170840259
DB_11_A_048,,,,,,,4,7,2.236501237,5.249382445
DB_11_A_049,,,,,,,6,9,2.305771167,4.968166319
DB_11_A_050,,,,,,,4,7,1.91112569,4.263865977
DB_11_A_051,,,,,,,5,9,2.029016863,3.225993066
DB_11_A_052,,,,,,,7,7,1.899510785,3.840866614
DB_11_A_053,,,,,,,6,8,1.964229244,3.852755372
DB_11_A_054,,,,,,,7,8,1.909146913,3.038130749
DB_11_A_055,,,,,,,4,8,1.893146944,5.124603099
DB_11_A_056,,,,,,,4,6,2.169441173,3.939025554
DB_11_A_057,,,,,,,5,10,1.954867908,6.06075824
DB_11_A_058,,,,,,,5,8,2.263462561,8.36881495
DB_11_A_059,,,,,,,7,7,2.260158861,3.532325514
DB_11_A_060,,,,,,,4,9,1.931808864,5.769559017
DB_11_A_061,,,,,,,5,8,2.310249059,4.665456643
DB_11_A_062,,,,,,,5,11,1.885519505,6.011279304
DB_11_A_063,,,,,,,5,6,2.119824246,4.133135479
DB_11_A_064,,,,,,,5,5,2.017197058,3.947592562
DB_11_A_065,,,,,,,6,7,2.134518271,4.72784001
DB_11_A_066,,,,,,,6,7,2.204343672,4.502452992
DB_11_A_067,,,,,,,9,8,1.862126723,4.132100322
DB_11_A_068,,,,,,,7,11,2.011996888,6.886891493
DB_11_A_069,,,,,,,4,7,2.149639596,4.920626874
DB_11_A_070,,,,,,,6,7,2.154611721,2.880097782
DB_11_A_071,,,,,,,4,7,2.142037959,3.511594077
DB_11_A_072,,,,,,,7,8,2.007124439,4.623700928
DB_11_A_073,,,,,,,11,5,1.958817146,3.249976155
DB_11_A_074,,,,,,,4,9,2.283734861,4.030269252
DB_11_A_075,,,,,,,8,9,2.041147371,4.49998132
DB_11_A_076,,,,,,,9,5,1.992385211,3.430360708
DB_11_A_077,,,,,,,8,9,2.182090604,3.793390916
DB_11_A_078,,,,,,,4,7,2.015838008,4.273255613
DB_11_A_079,,,,,,,7,4,1.906549825,3.340770064
DB_11_A_080,,,,,,,4,9,2.321516185,4.028714369
DB_11_A_081,,,,,,,4,6,1.881888999,3.974777143
DB_11_A_082,,,,,,,5,7,2.115403938,5.024591421
DB_11_A_083,,,,,,,7,5,2.164124796,6.897104214
DB_11_A_084,,,,,,,5,7,1.874257368,4.928791454
DB_11_A_085,,,,,,,6,8,1.956174326,4.050682654
DB_11_A_086,,,,,,,8,7,2.167513801,3.499588723
DB_11_A_087,,,,,,,6,4,1.691205399,3.302475445
DB_11_A_088,,,,,,,6,6,2.119901121,5.006597638
DB_11_A_089,,,,,,,12,4,2.310228702,2.79461461
DB_11_A_090,,,,,,,8,7,2.244710387,5.368792731
DB_11_A_091,,,,,,,5,4,2.040185745,4.343221831
DB_11_A_092,,,,,,,8,7,2.111926911,4.817486386
DB_11_A_093,,,,,,,6,6,1.89794914,3.666862309
DB_11_A_094,,,,,,,9,11,2.008829754,3.70468681
DB_11_A_095,,,,,,,7,8,2.032143196,4.082290424
DB_11_A_096,,,,,,,4,6,2.509850611,6.874128745
DB_11_A_097,,,,,,,11,9,4.103442824,7.443497132
DB_11_A_098,,,,,,,5,6,2.011383785,3.395438743
DB_11_A_099,,,,,,,7,7,2.073641582,3.56885114
DB_11_A_100,,,,,,,4,5,2.093634724,5.959155414
DB_12_A_001,,,,,,,7,7,2.195226698,8.777075593
DB_12_A_002,,,,,,,14,3,0.867473037,2.788127753
DB_12_A_003,,,,,,,6,5,0.795561703,3.132200116
DB_12_A_004,,,,,,,3,3,0.789220887,3.173077695
DB_12_A_005,,,,,,,5,8,1.326562802,2.708923178
DB_12_A_006,,,,,,,6,6,0.202196934,5.638260722
DB_12_A_007,,,,,,,4,5,0.931137915,4.322385618
DB_12_A_008,,,,,,,5,8,1.277954045,8.116771946
DB_12_A_009,,,,,,,6,4,0.484990152,3.669076224
DB_12_A_010,,,,,,,6,10,0.975068414,7.192699462
DB_12_A_011,,,,,,,4,5,1.037775682,2.648904433
DB_12_A_012,,,,,,,9,4,0.814924811,4.919290159
DB_12_A_013,,,,,,,3,5,0.727843692,6.0259575
DB_12_A_014,,,,,,,5,5,0.647219707,3.581855445
DB_12_A_015,,,,,,,6,5,0.607188475,3.898666802
DB_12_A_016,,,,,,,3,2,1.083709389,3.437339631
DB_12_A_017,,,,,,,4,9,2.441472223,5.820060177
DB_12_A_018,,,,,,,5,6,0.662427345,2.938997789
DB_12_A_019,,,,,,,5,8,0.712967749,2.579097069
DB_12_A_020,,,,,,,6,7,0.470173367,5.29172219
DB_12_A_021,,,,,,,9,9,0.726298594,5.550662226
DB_12_A_023,,,,,,,5,5,1.080483541,4.447010748
DB_12_A_024,,,,,,,5,5,0.490707756,5.132835464
DB_12_A_025,,,,,,,5,5,0.45822744,3.22389196
DB_12_A_026,,,,,,,6,8,0.704727067,6.396227381
DB_12_A_027,,,,,,,4,2,1.688320947,8.432291675
DB_12_A_028,,,,,,,3,5,1.552683458,5.965118936
DB_12_A_029,,,,,,,3,3,0.615171569,2.041127009
DB_12_A_030,,,,,,,9,4,0.695418647,3.716377048
DB_12_A_031,,,,,,,7,4,0.905472757,5.128595855
DB_12_A_032,,,,,,,3,4,1.100429752,3.142050272
DB_12_A_033,,,,,,,7,7,0.951446896,3.107132713
DB_12_A_034,,,,,,,4,2,1.473648247,6.779257168
DB_12_A_035,,,,,,,5,5,0.748619314,3.72407245
DB_12_A_036,,,,,,,8,10,0.800516891,2.96339209
DB_12_A_037,,,,,,,6,6,0.803738497,3.342741018
DB_12_A_038,,,,,,,4,6,0.579321501,4.537261742
DB_12_A_039,,,,,,,3,5,1.155084564,3.69488499
DB_12_A_040,,,,,,,3,2,0.73060976,3.098354897
DB_12_A_041,,,,,,,4,7,1.323691348,2.620431227
DB_12_A_042,,,,,,,5,6,1.251091103,5.60263662
DB_12_A_043,,,,,,,4,5,1.164205789,5.299026706
DB_12_A_044,,,,,,,3,6,1.029329585,2.17166572
DB_12_A_045,,,,,,,3,2,1.704660873,6.184477954
DB_12_A_046,,,,,,,7,3,0.523847808,5.414215597
DB_12_A_047,,,,,,,3,3,1.171339729,2.197850153
DB_12_A_048,,,,,,,3,5,0.867084485,4.183572054
DB_12_A_049,,,,,,,5,7,0.814789723,3.147295691
DB_12_A_050,,,,,,,3,5,0.530030346,4.559289956
DB_12_A_051,,,,,,,4,7,0.81932353,3.220324557
DB_12_A_052,,,,,,,6,5,0.746735988,3.781791596
DB_12_A_053,,,,,,,5,6,0.673697143,3.379898874
DB_12_A_054,,,,,,,6,6,0.775551881,2.752920626
DB_12_A_055,,,,,,,3,6,0.612658948,4.484223772
DB_12_A_056,,,,,,,3,4,0.615527054,3.741138944
DB_12_A_057,,,,,,,4,8,0.675658328,6.669208669
DB_12_A_058,,,,,,,4,6,0.550234624,7.288864209
DB_12_A_059,,,,,,,6,5,0.822374934,3.290666181
DB_12_A_060,,,,,,,3,7,0.728419687,4.639158691
DB_12_A_061,,,,,,,4,6,0.754030224,3.590778628
DB_12_A_062,,,,,,,4,9,0.50163601,4.079153924
DB_12_A_063,,,,,,,4,4,0.85692052,3.88013393
DB_12_A_064,,,,,,,4,3,0.776015586,3.20869414
DB_12_A_065,,,,,,,5,5,0.918130897,4.609404184
DB_12_A_066,,,,,,,5,5,0.716638635,3.129302289
DB_12_A_067,,,,,,,8,6,0.769286168,3.62215135
DB_12_A_068,,,,,,,6,9,0.605485163,6.679306309
DB_12_A_069,,,,,,,3,5,0.987422421,4.501804855
DB_12_A_070,,,,,,,5,5,0.74064861,3.132711687
DB_12_A_071,,,,,,,3,5,0.782004065,2.33129861
DB_12_A_072,,,,,,,6,6,0.699429281,4.290981428
DB_12_A_073,,,,,,,10,3,0.415891402,3.359616905
DB_12_A_074,,,,,,,3,7,0.668213232,4.369676911
DB_12_A_075,,,,,,,7,7,0.74200767,4.303924258
DB_12_A_076,,,,,,,8,3,1.156119079,3.131041604
DB_12_A_077,,,,,,,7,7,0.629032317,2.747908743
DB_12_A_078,,,,,,,3,5,0.679865927,3.868076944
DB_12_A_079,,,,,,,6,2,0.617161727,2.820207292
DB_12_A_080,,,,,,,3,7,0.689562035,2.840650247
DB_12_A_081,,,,,,,3,4,0.698492883,3.84266722
DB_12_A_082,,,,,,,4,5,0.760423505,5.074349798
DB_12_A_083,,,,,,,6,3,0.657053257,6.179345795
DB_12_A_084,,,,,,,4,5,0.660964012,3.979809893
DB_12_A_085,,,,,,,5,6,0.552038682,3.771175967
DB_12_A_086,,,,,,,7,5,0.510729905,3.366463037
DB_12_A_087,,,,,,,5,2,1.211358442,3.175524804
DB_12_A_088,,,,,,,5,4,0.666453657,4.174827301
DB_12_A_089,,,,,,,11,2,0.549778828,3.127278819
DB_12_A_090,,,,,,,7,5,0.428036222,4.436989807
DB_12_A_091,,,,,,,4,2,0.351434316,4.514576626
DB_12_A_092,,,,,,,7,5,0.696795889,4.450838227
DB_12_A_093,,,,,,,5,4,1.113311839,3.613797555
DB_12_A_094,,,,,,,8,9,0.494487128,3.120911471
DB_12_A_095,,,,,,,6,6,0.56522921,3.945066334
DB_12_A_096,,,,,,,3,4,0.875983257,6.687648325
DB_12_A_097,,,,,,,10,7,3.331458055,7.999884975
DB_12_A_098,,,,,,,4,4,0.72951011,3.016374507
DB_12_A_099,,,,,,,6,5,0.715404209,3.31059724
DB_12_A_100,,,,,,,3,3,1.231763177,5.105185566
DB_13_A_001,,,,,,,7,7,2.28616129,7.272860829
DB_13_A_002,,,,,,,14,3,1.025200343,2.673372378
DB_13_A_003,,,,,,,6,5,0.88944052,2.753415059
DB_13_A_004,,,,,,,3,3,0.794227532,2.325544971
DB_13_A_005,,,,,,,5,8,1.132847198,2.167539702
DB_13_A_006,,,,,,,6,6,0.947153369,4.624976462
DB_13_A_007,,,,,,,4,5,0.445235379,4.075318674
DB_13_A_008,,,,,,,5,8,2.142886212,6.023715638
DB_13_A_010,,,,,,,6,10,0.817541937,6.736649397
DB_13_A_011,,,,,,,4,5,0.982246933,2.381730197
DB_13_A_012,,,,,,,9,4,1.242179727,4.614837343
DB_13_A_013,,,,,,,3,5,0.900621744,5.528432563
DB_13_A_014,,,,,,,5,5,0.849783175,2.965072911
DB_13_A_015,,,,,,,6,5,1.454406589,3.29850708
DB_13_A_016,,,,,,,3,2,0.694980068,2.978763213
DB_13_A_017,,,,,,,4,9,2.612407277,6.678384917
DB_13_A_018,,,,,,,5,6,1.026449787,2.790380425
DB_13_A_019,,,,,,,5,8,1.344803767,2.901964062
DB_13_A_020,,,,,,,6,7,0.95506257,4.897599696
DB_13_A_021,,,,,,,9,9,0.903431628,5.006974163
DB_13_A_022,,,,,,,8,7,1.569666319,6.349660643
DB_13_A_023,,,,,,,5,5,1.440170175,3.47795658
DB_13_A_024,,,,,,,5,5,0.984928324,4.757491007
DB_13_A_025,,,,,,,5,5,1.032045844,3.579794854
DB_13_A_026,,,,,,,6,8,0.709488185,6.281880158
DB_13_A_027,,,,,,,4,2,1.42344903,7.875550333
DB_13_A_028,,,,,,,3,5,1.521994245,6.249959958
DB_13_A_029,,,,,,,3,3,1.626534381,2.362522389
DB_13_A_030,,,,,,,9,4,0.744222618,1.423315531
DB_13_A_032,,,,,,,3,4,0.855336552,2.932330158
DB_13_A_033,,,,,,,7,7,1.326568462,2.547050915
DB_13_A_034,,,,,,,4,2,1.643990655,8.002373834
DB_13_A_035,,,,,,,5,5,0.732213881,3.196966402
DB_13_A_036,,,,,,,8,10,0.829309885,2.746755482
DB_13_A_037,,,,,,,6,6,0.902228719,2.489308938
DB_13_A_038,,,,,,,4,6,0.774858538,4.410196383
DB_13_A_039,,,,,,,3,5,0.882620411,3.221796133
DB_13_A_040,,,,,,,3,2,0.973228992,2.49233699
DB_13_A_041,,,,,,,4,7,1.876970528,2.691470342
DB_13_A_042,,,,,,,5,6,2.22106625,4.821886171
DB_13_A_043,,,,,,,4,5,1.072071223,4.265405477
DB_13_A_045,,,,,,,3,2,2.800118791,5.886246827
DB_13_A_046,,,,,,,7,3,0.975947674,4.509009915
DB_13_A_047,,,,,,,3,3,1.444044777,2.452148865
DB_13_A_048,,,,,,,3,5,1.089939533,4.354295514
DB_13_A_049,,,,,,,5,7,0.925024721,4.054855827
DB_13_A_050,,,,,,,3,5,0.674559247,3.732030334
DB_13_A_051,,,,,,,4,7,0.686563893,2.393624733
DB_13_A_052,,,,,,,6,5,0.884542097,3.225027662
DB_13_A_053,,,,,,,5,6,0.981020187,2.651868354
DB_13_A_054,,,,,,,6,6,1.062451809,2.024684187
DB_13_A_055,,,,,,,3,6,1.479773777,4.084110014
DB_13_A_056,,,,,,,3,4,1.163862244,3.313854262
DB_13_A_057,,,,,,,4,8,1.44976828,6.174608977
DB_13_A_058,,,,,,,4,6,0.747685908,6.851084757
DB_13_A_059,,,,,,,6,5,1.481336782,2.598311664
DB_13_A_060,,,,,,,3,7,1.039221653,3.748908209
DB_13_A_061,,,,,,,4,6,1.202639625,3.554824609
DB_13_A_062,,,,,,,4,9,1.010851618,3.765925863
DB_13_A_063,,,,,,,4,4,1.374833983,3.344448898
DB_13_A_064,,,,,,,4,3,0.811427754,3.002780143
DB_13_A_065,,,,,,,5,5,0.639722033,4.076065942
DB_13_A_066,,,,,,,5,5,1.45844989,2.579115356
DB_13_A_067,,,,,,,8,6,0.935704935,2.995909
DB_13_A_068,,,,,,,6,9,0.643278138,6.008922413
DB_13_A_069,,,,,,,3,5,1.887160288,2.981494737
DB_13_A_070,,,,,,,5,5,0.936703832,2.39735083
DB_13_A_072,,,,,,,6,6,0.870736567,3.365408113
DB_13_A_073,,,,,,,10,3,1.044633758,2.48658651
DB_13_A_074,,,,,,,3,7,1.127410624,3.817738398
DB_13_A_075,,,,,,,7,7,0.766595929,4.065880653
DB_13_A_076,,,,,,,8,3,0.826791172,2.595876499
DB_13_A_077,,,,,,,7,7,0.783008312,2.365619959
DB_13_A_078,,,,,,,3,5,1.003205559,3.371935186
DB_13_A_079,,,,,,,6,2,0.50687184,2.53958013
DB_13_A_081,,,,,,,3,4,0.767525687,3.513052608
DB_13_A_082,,,,,,,4,5,0.887620548,4.365791091
DB_13_A_083,,,,,,,6,3,1.449402255,6.073326639
DB_13_A_084,,,,,,,4,5,0.814519396,3.836425228
DB_13_A_085,,,,,,,5,6,0.928989462,3.200007547
DB_13_A_086,,,,,,,7,5,0.956188516,2.680269473
DB_13_A_087,,,,,,,5,2,0.617986533,2.462838796
DB_13_A_088,,,,,,,5,4,1.196726128,3.645773625
DB_13_A_089,,,,,,,11,2,0.841476046,2.436903412
DB_13_A_090,,,,,,,7,5,0.952877974,3.824075865
DB_13_A_091,,,,,,,4,2,1.340653513,3.668134169
DB_13_A_092,,,,,,,7,5,0.866924893,3.894127563
DB_13_A_093,,,,,,,5,4,1.375131488,2.947365351
DB_13_A_094,,,,,,,8,9,0.944857665,2.580187485
DB_13_A_095,,,,,,,6,6,0.696294813,3.318965242
